t,x,y,z,gripper
0.0,0.18,-0.15,0.025500000000000002,0.0
0.04,0.18,-0.15,0.025500000000000002,0.2081350378765754
0.08,0.18,-0.15,0.025500000000000002,0.40809706278913943
0.12,0.18,-0.15,0.025500000000000002,0.5917130617736808
0.16,0.18,-0.15,0.025500000000000002,0.7508100218661878
0.2,0.18,-0.15,0.025500000000000002,0.8772149301026495
0.24,0.18,-0.15,0.025500000000000002,0.9627547735190545
0.28,0.18,-0.15,0.025500000000000002,0.999256539151391
0.32,0.18,-0.15,0.025500000000000002,1.0
0.36,0.18,-0.15,0.025500000000000002,1.0
0.4,0.18,-0.15,0.025500000000000002,1.0
0.44,0.18,-0.15,0.025500000000000002,1.0
0.48,0.18,-0.15,0.025500000000000002,1.0
0.52,0.18,-0.15,0.025500000000000002,1.0
0.56,0.18,-0.15,0.025500000000000002,1.0
0.6,0.18,-0.15,0.025639896993397557,1.0
0.64,0.18,-0.15,0.02633076937562017,1.0
0.68,0.18,-0.15,0.027555256106301253,1.0
0.72,0.18,-0.15,0.029264176139499942,1.0
0.76,0.18,-0.15,0.031408348429275354,1.0
0.8,0.18,-0.15,0.03393859192968662,1.0
0.84,0.18,-0.15,0.03680572559479286,1.0
0.88,0.18,-0.15,0.039960568378653215,1.0
0.92,0.18,-0.15,0.04335393923532681,1.0
0.96,0.18,-0.15,0.04693665711887275,1.0
1.0,0.18,-0.15,0.05065954098335018,1.0
1.04,0.18,-0.15,0.05447340978281825,1.0
1.08,0.18,-0.15,0.05832908247133603,1.0
1.12,0.18,-0.15,0.062177378002962705,1.0
1.16,0.18,-0.15,0.06596911533175734,1.0
1.2,0.18,-0.15,0.06965511341177916,1.0
1.24,0.18,-0.15,0.07318619119708718,1.0
1.28,0.18,-0.15,0.0765131676417406,1.0
1.32,0.18,-0.15,0.07958686169979849,1.0
1.36,0.18,-0.15,0.08235809232532004,1.0
1.4000000000000001,0.18,-0.15,0.08477767847236435,1.0
1.44,0.18,-0.15,0.08679643909499052,1.0
1.48,0.18,-0.15,0.08836519314725771,1.0
1.52,0.18,-0.15,0.08943475958322504,1.0
1.56,0.18,-0.15,0.08995595735695168,1.0
1.6,0.18028729441945257,-0.1496293636502777,0.09000058674050938,1.0
1.6400000000000001,0.18180963530194333,-0.14764198317498123,0.09000258614556042,1.0
1.68,0.18434354832752337,-0.14428012644926533,0.0900029623869605,1.0
1.72,0.18762612067305895,-0.13994316233451035,0.08998691227227801,1.0
1.76,0.19122082240573077,-0.13501300933768165,0.0899942208294218,1.0
1.8,0.19477713648864087,-0.1299590509546018,0.09009143581455632,1.0
1.84,0.1983466205498949,-0.12501954656443104,0.09005025745589018,1.0
1.8800000000000001,0.20075814784780102,-0.12071195744703928,0.0901651970403892,1.0
1.92,0.20320764298675684,-0.1167174867224476,0.09007454040114114,1.0
1.96,0.20549836083446768,-0.11245455504436558,0.09010070278661883,1.0
2.0,0.20745013841298368,-0.10823040263076539,0.08992702954839832,1.0
2.04,0.21005488349926563,-0.10427264490762396,0.0901418527362424,1.0
2.08,0.21191830880785292,-0.0998813026890397,0.08995536501985095,1.0
2.12,0.21371948340466415,-0.09523360272681936,0.09023692176766582,1.0
2.16,0.21596040381062595,-0.09078311797328303,0.08996344114349512,1.0
2.2,0.21834450728978394,-0.08679112047456934,0.08999595158025712,1.0
2.24,0.21908162864836583,-0.08215855998509686,0.08977634697874676,1.0
2.2800000000000002,0.22079793488604296,-0.07811827344295667,0.09037969017177255,1.0
2.32,0.2229680940578156,-0.07332485613670175,0.090467000932105,1.0
2.36,0.22311361859596043,-0.06912393625262002,0.09012057789711955,1.0
2.4,0.2259251825611216,-0.06482665840290829,0.08985312205986372,1.0
2.44,0.2255591720079888,-0.060338706978828344,0.09031051363923198,1.0
2.48,0.2282536133201008,-0.05609328920162023,0.0890017974773253,1.0
2.52,0.22893126532938338,-0.05095366153488248,0.08999179123405109,1.0
2.56,0.22849106634496932,-0.04505017922806798,0.0894231983982768,1.0
2.6,0.2298940379306909,-0.04085151743744741,0.08995050925945541,1.0
2.64,0.2322086501074753,-0.036440666507324096,0.09102217474049068,1.0
2.68,0.23159220569192895,-0.03283713813143179,0.08899060884551949,1.0
2.72,0.2332275487763364,-0.027579878613660222,0.09099984414130743,1.0
2.7600000000000002,0.23383921249351858,-0.024339218504709752,0.08945054520870593,1.0
2.8000000000000003,0.23205276812592404,-0.017431802032953636,0.09095390950724601,1.0
2.84,0.23190875714811035,-0.014625785329871369,0.08968118790793013,1.0
2.88,0.23213766651162532,-0.009664846091923257,0.08976323329956569,1.0
2.92,0.2324373434837538,-0.006322336255774461,0.0913321921423905,1.0
2.96,0.23467999164629966,0.0010910606404977998,0.08684369486680493,1.0
3.0,0.23348443910757855,0.003287837680189684,0.090627867472417,1.0
3.04,0.2349526856865719,0.01228459551785692,0.08888623884629566,1.0
3.08,0.234400108100661,0.01586126860268092,0.08970355600704173,1.0
3.12,0.23237145822343513,0.018838369823952247,0.08967501023629647,1.0
3.16,0.23457375946606066,0.0226037879896778,0.08810032694614106,1.0
3.2,0.23295672788680952,0.030708208615954403,0.08996840679164977,1.0
3.24,0.23003822092222845,0.03383191515220045,0.09209110819544655,1.0
3.2800000000000002,0.23078885050715228,0.036446987985469914,0.08988854756832429,1.0
3.3200000000000003,0.22947924589307478,0.04202772798691775,0.09032351192616112,1.0
3.36,0.22814316038576105,0.04850977538382231,0.09133361474792759,1.0
3.4,0.2289636753804041,0.053014945890373304,0.09045566234182845,1.0
3.44,0.23112215107993755,0.05720501328071449,0.08882520561019264,1.0
3.48,0.22696693064532425,0.06268387858626787,0.08941313298112447,1.0
3.52,0.22701006021904727,0.06572707576825584,0.09005026580572992,1.0
3.56,0.22155847816271335,0.0697626591114694,0.0931485183966698,1.0
3.6,0.2234571581959156,0.07341730377139172,0.0912058366898151,1.0
3.64,0.2204251489110042,0.07978092817333529,0.0904978836974144,1.0
3.68,0.21891156975369694,0.08343396707073489,0.09326461839170498,1.0
3.72,0.21672752056407593,0.08724681483991953,0.08964129174944954,1.0
3.7600000000000002,0.21529898610550383,0.09149339878793013,0.08986360473658672,1.0
3.8000000000000003,0.2126548140854873,0.09591357936609353,0.092527164513351,1.0
3.84,0.21173362442910265,0.10104911322458947,0.08868774276760127,1.0
3.88,0.2090814793717575,0.10322817968532515,0.09089820710441855,1.0
3.92,0.20781195996071172,0.10809533263849991,0.08930752705961634,1.0
3.96,0.20466762862814952,0.11274205378363653,0.0887762846763245,1.0
4.0,0.20228048910228041,0.11829247529343677,0.08967157932452893,1.0
4.04,0.2003659717454082,0.12224318592723407,0.09131631942679207,1.0
4.08,0.19949741618249836,0.12443590901287853,0.09051961802097974,1.0
4.12,0.19391687577272448,0.12953877107940606,0.08951324403929062,1.0
4.16,0.19321711506220643,0.13208030378960212,0.0907174115440076,1.0
4.2,0.18986883683386738,0.140453660811895,0.08968281037148966,1.0
4.24,0.18616907885393555,0.14029376101259589,0.08963325626818011,1.0
4.28,0.18518877267583458,0.14501502107272168,0.09044563308365677,1.0
4.32,0.17825926043478993,0.14822519744756404,0.08878106913600681,1.0
4.36,0.17801496131101835,0.15176304108766414,0.09084729561548202,1.0
4.4,0.1765590767136311,0.15632571278201035,0.0887830413307745,1.0
4.44,0.1735815383454172,0.15844269771370711,0.09158561357372494,1.0
4.48,0.16858491512244325,0.1618208197744651,0.08894681890657902,1.0
4.5200000000000005,0.1656592723462753,0.16500348230458553,0.08861750180709888,1.0
4.5600000000000005,0.16148186593395747,0.16923318070487092,0.0898511675920655,1.0
4.6000000000000005,0.15755296740314845,0.17145448301705982,0.08899597980875053,1.0
4.64,0.1541515215073912,0.1756568511058341,0.08916892215233911,1.0
4.68,0.15218886419112007,0.17900160162120002,0.09015831325910612,1.0
4.72,0.147480686337378,0.1822976385968159,0.08950854677635242,1.0
4.76,0.14369018834708483,0.18387012589644003,0.08855350547466476,1.0
4.8,0.13886263361957876,0.18867477641913355,0.09056834466359742,1.0
4.84,0.136823050485482,0.19057928828801723,0.09085203175479052,1.0
4.88,0.1331683906779096,0.19256613602185382,0.09076395924691186,1.0
4.92,0.12794794086886735,0.19670608397952943,0.09024428696321239,1.0
4.96,0.12447207069941908,0.19942373546746534,0.08970605198220653,1.0
5.0,0.1187841174863734,0.20246687270758293,0.08967645975132629,1.0
5.04,0.11534780111475715,0.20580059317098628,0.08991179687893765,1.0
5.08,0.11078220039144958,0.20760937216907419,0.09064585624891724,1.0
5.12,0.10725434820358175,0.20912890041829046,0.08967647328957878,1.0
5.16,0.10426322684274128,0.2095628402262499,0.09058008273247076,1.0
