t,x,y,z,gripper
0.0,0.1,0.0,0.2,0.0
0.04,0.07861282168568272,-0.010026083836776204,0.20122649642681195,0.005076855297977208
0.08,0.057309494957793215,-0.02001314392289739,0.20240896514887016,0.010058343726451698
0.12,0.03617387140275924,-0.02992215650770854,0.20350337846142083,0.01484909841592075
0.16,0.015289802607008554,-0.03971409784055464,0.20446570865971025,0.01935375249688165
0.2,-0.005258859843031068,-0.04934994417078065,0.20525192803898468,0.023476939099831676
0.24,-0.025388264360931848,-0.05879067174773159,0.20581800889449028,0.027123291355268104
0.28,-0.04501455936026604,-0.06799725682075242,0.2061199235214734,0.030197442393688233
0.32,-0.06405389325460588,-0.07693067563918811,0.20611364421518022,0.03260402534558932
0.36,-0.08242241445752359,-0.08555190445238366,0.205755143270857,0.03424767334146867
0.4,-0.1000362713825914,-0.09382191950968403,0.20500039298374997,0.035033019511823554
0.44,-0.11681161244338156,-0.10170169706043422,0.2038053656491054,0.034864696987151264
0.48,-0.1326645860534663,-0.10915221335397922,0.20212603356216954,0.03364733889794907
0.52,-0.1475113406264178,-0.11613444463966402,0.1999183690181886,0.03128557837471424
0.56,-0.1612680245758084,-0.12260936716683357,0.19713834431240884,0.027684048547944096
0.6,-0.17385078631521025,-0.12853795718483282,0.19374193174007653,0.022747382548135867
0.64,-0.18517577425819562,-0.13388119094300685,0.1896851035964379,0.016380213505786903
0.68,-0.19515913681833671,-0.13860004469070053,0.1849238321767392,0.00848717455139443
0.72,-0.20371705344303032,-0.14265550889324935,0.1794141111374421,0.0
0.76,-0.21080688546473667,-0.14602743863521894,0.17314028046793295,0.0
0.8,-0.21650836058577733,-0.14875174265123187,0.16617090743018392,0.0
0.84,-0.22092383016650807,-0.1508746931328956,0.15859013161224275,0.0
0.88,-0.22415564556728473,-0.15244256227181746,0.15048209260215695,0.0
0.92,-0.226306158148463,-0.15350162225960493,0.14193092998797427,0.0
0.96,-0.22747771927039864,-0.15409814528786542,0.13302078335774223,0.0
1.0,-0.22777268029344752,-0.15427840354820638,0.12383579229950852,0.0
1.04,-0.2272933925779653,-0.15408866923223516,0.11446009640132068,0.0
1.08,-0.22614220748430777,-0.1535752145315593,0.10497783525122645,0.0
1.12,-0.22442147637283072,-0.1527843116377861,0.09547314843727336,0.0
1.16,-0.22223355060388994,-0.15176223274252312,0.08603017554750911,0.0
1.2,-0.21968078153784115,-0.15055525003737763,0.07673305616998122,0.0
1.24,-0.2168655205350401,-0.14920963571395715,0.06766592989273744,0.0
1.28,-0.21389011895584262,-0.147771661963869,0.058912936303825346,0.0
1.32,-0.21085692816060445,-0.1462876009787208,0.05055821499129256,0.0
1.36,-0.20786829950968133,-0.14480372495011978,0.04268590554318668,0.0
1.4000000000000001,-0.20502658436342908,-0.14336630606967343,0.03538014754755536,0.0
1.44,-0.20243398608401206,-0.14202155854146156,0.028724968926511763,0.0072653939440317315
1.48,-0.20016133241701262,-0.14080340321370868,0.02278072442406091,0.04747489341690286
1.52,-0.1982094479634697,-0.13971833283407545,0.017554950797202446,0.09359367091277877
1.56,-0.1965696854401711,-0.13876912894845483,0.013048038183129766,0.14485590157050154
1.6,-0.19523339756390454,-0.13795857310273985,0.009260376719036338,0.2004957605289125
1.6400000000000001,-0.1941919370514578,-0.1372894468428235,0.006192356542115562,0.2597474229268536
1.68,-0.19343665661961865,-0.13676453171459876,0.0038443677895608486,0.3218450639031668
