t,x,y,z,gripper
0.0,0.1,0.0,0.2,0.0
0.04,0.09027809640222004,-0.01546254829178124,0.19966755644773776,0.0
0.08,0.08082504333975211,-0.030497493661591227,0.19870062063001498,0.0
0.12,0.07190969134790826,-0.04467723318745872,0.19714478480542763,0.0
0.16,0.06380089096200048,-0.05757416394741245,0.1950456412325717,0.0
0.2,0.05676749271734082,-0.06876068301948118,0.19244878217004313,0.0
0.24,0.05107834714924134,-0.07780918748169367,0.18939979987643787,0.0
0.28,0.04700230479301404,-0.08429207441207867,0.18594428661035195,0.0
0.32,0.04480821618397095,-0.08778174088866487,0.1821278346303813,0.0
0.36,0.0445002713765263,-0.08827152268997832,0.17689027048947298,0.0
0.4,0.0445002713765263,-0.08827152268997832,0.16388293997247996,0.0
0.44,0.0445002713765263,-0.08827152268997832,0.14421724002303446,0.0
0.48,0.0445002713765263,-0.08827152268997832,0.12045773518715948,0.0
0.52,0.0445002713765263,-0.08827152268997832,0.0951689900108781,0.0
0.56,0.0445002713765263,-0.08827152268997832,0.07091556904021352,0.0
0.6,0.0445002713765263,-0.08827152268997832,0.05026203682118871,0.0
0.64,0.0445002713765263,-0.08827152268997832,0.03577295789982682,0.0
0.68,0.0445002713765263,-0.08827152268997832,0.030012896822150942,0.0
0.72,0.0445002713765263,-0.08827152268997832,0.03,0.03466229284790327
0.76,0.0445002713765263,-0.08827152268997832,0.03,0.1333582897192303
0.8,0.0445002713765263,-0.08827152268997832,0.03,0.27680525946243145
0.84,0.0445002713765263,-0.08827152268997832,0.03,0.44562649217422035
0.88,0.0445002713765263,-0.08827152268997832,0.03,0.6204452779513123
0.92,0.0445002713765263,-0.08827152268997832,0.03,0.781884906890421
0.96,0.0445002713765263,-0.08827152268997832,0.03,0.9105686690882615
1.0,0.0445002713765263,-0.08827152268997832,0.03,0.9871198546415478
1.04,0.0445002713765263,-0.08827152268997832,0.031099472934381055,1.0
1.08,0.0445002713765263,-0.08827152268997832,0.0412277582894403,1.0
1.12,0.0445002713765263,-0.08827152268997832,0.05959114535339589,1.0
1.16,0.0445002713765263,-0.08827152268997832,0.083283127640755,1.0
1.2,0.0445002713765263,-0.08827152268997832,0.10939719866602492,1.0
1.24,0.0445002713765263,-0.08827152268997832,0.13502685194371256,1.0
1.28,0.0445002713765263,-0.08827152268997832,0.15726558098832524,1.0
1.32,0.0445002713765263,-0.08827152268997832,0.17320687931437015,1.0
1.36,0.0445002713765263,-0.08827152268997832,0.17994424043635432,1.0
1.4000000000000001,0.04470974766465713,-0.08794921470435343,0.18,1.0
1.44,0.045368042923292884,-0.08693004032485827,0.18,1.0
1.48,0.0463773212955163,-0.08535413570489285,0.18,1.0
1.52,0.047637274219468013,-0.0833654258511826,0.18,1.0
1.56,0.0490475931332887,-0.08110783577045301,0.18,1.0
1.6,0.050507969475119,-0.07872529046942951,0.18,1.0
1.6400000000000001,0.05191809468309956,-0.07636171495483758,0.18,1.0
1.68,0.053177660195371054,-0.07416103423340265,0.18,1.0
1.72,0.054208918718016835,-0.07223586097451747,0.18,1.0
1.76,0.05517132786381191,-0.07036725718724242,0.18,1.0
1.8,0.056115402818544304,-0.06848293450836244,0.18,1.0
1.84,0.057038308553677405,-0.06658417832393783,0.18,1.0
1.8800000000000001,0.057937210040674564,-0.0646722740200289,0.18,1.0
1.92,0.058809272250999155,-0.06274850698269593,0.18,1.0
1.96,0.05965166015611454,-0.06081416259799929,0.18,1.0
2.0,0.06046153872748408,-0.05887052625199923,0.18,1.0
2.04,0.061236072936571156,-0.0569188833307561,0.18,1.0
2.08,0.061982214071211794,-0.05495771608822676,0.18,1.0
2.12,0.06271310898144215,-0.052983527102810624,0.18,1.0
2.16,0.06342515339318378,-0.05099746658560932,0.18,1.0
2.2,0.06411446763703653,-0.04900076241690731,0.18,1.0
2.24,0.06477717204360028,-0.04699464247698901,0.18,1.0
2.2800000000000002,0.06540938694347488,-0.04498033464613888,0.18,1.0
2.32,0.06600723266726023,-0.04295906680464134,0.18,1.0
2.36,0.06656682954555616,-0.040932066832780827,0.18,1.0
2.4,0.06708657828261508,-0.03890016825101971,0.18,1.0
2.44,0.06759149886244988,-0.03685946123619678,0.18,1.0
2.48,0.0680845043475528,-0.0348095617738119,0.18,1.0
2.52,0.06855920000478848,-0.032751660532213484,0.18,1.0
2.56,0.06900919110102166,-0.03068694817974995,0.18,1.0
2.6,0.06942808290311701,-0.028616615384769725,0.18,1.0
