t,x,y,z,gripper
0.0,0.0,0.0,0.15,0.0
0.030201342281879196,0.012439197135377387,-0.010420575564806082,0.146910118729615,0.0
0.06040268456375839,0.02484513938986413,-0.02081188716464718,0.14381941491618241,0.0
0.09060402684563759,0.03718457188256958,-0.031144670834558304,0.14072706601665458,0.0
0.12080536912751678,0.04942423973260311,-0.04138966260957448,0.13763224948798386,0.0
0.15100671140939598,0.06153088805907406,-0.05151759852473072,0.13453414278712264,0.0
0.18120805369127518,0.07347126198109177,-0.061499214615062026,0.13143192337102327,0.0
0.21140939597315436,0.08521210661776564,-0.07130524691560344,0.12832476869663814,0.0
0.24161073825503357,0.096720167088205,-0.08090643146138995,0.12521185622091963,0.0
0.27181208053691275,0.1079621885115192,-0.09027350428745659,0.12209236340082014,0.0
0.30201342281879195,0.1189049160068176,-0.09937720142883837,0.11896546769329198,0.0
0.33221476510067116,0.12951509469320954,-0.10818825892057031,0.11583034655528757,0.0
0.36241610738255037,0.13975946968980438,-0.11667741279768741,0.11268617744375928,0.0
0.3926174496644296,0.14960478611571157,-0.12481539909522471,0.10953213781565947,0.0
0.4228187919463087,0.15901778909004033,-0.13257295384821718,0.10636740512794052,0.0
0.45302013422818793,0.16796522373190007,-0.13992081309169987,0.10319115683755478,0.0
0.48322147651006714,0.17641383516040018,-0.14682971286070784,0.10000257040145469,0.0
0.5134228187919463,0.18433036849464995,-0.15327038919027602,0.09680082327659255,0.0
0.5436241610738255,0.19168156885375875,-0.15921357811543946,0.09358509291992077,0.0
0.5738255033557047,0.19843418135683602,-0.16463001567123325,0.0903545567883917,0.0
0.6040268456375839,0.204554951122991,-0.16949043789269228,0.08710839233895779,0.0
0.6342281879194631,0.21001062327133307,-0.17376558081485158,0.08384577702857131,0.0
0.6644295302013423,0.21477207210439545,-0.17743023703039487,0.080566991052329,0.024381933553775947
0.6946308724832215,0.2188507370226661,-0.18049905075434558,0.0772831479048575,0.06213140666981454
0.7248322147651007,0.2222810817534043,-0.18300928556717597,0.07401150994867621,0.10368643210814388
0.7550335570469799,0.22509783429160815,-0.1849984646690477,0.07076941012154574,0.14859200083295743
